Square Footage of Unique Dorms,Unique Dorms,Selection Time (Individual) 2023,Selection Time (Group) 2023,2023 Selection Time,Selection Time (Individual) 2024,Selection Time (Group) 2024,2024 Selection Time,Selection Time (Individual) 2025,Selection Time (Group) 2025,2025 Selection Time,Occupancy,AC
201,Blaisdell - 2,4/13/2023 18:54,4/11/2023 18:57,,,,,,,,2,TRUE
159,Blaisdell - 3,4/13/2023 17:09,No Selection Time Issued,4/13/2023 17:09,,,,,,,1,TRUE
183,Blaisdell - 4,4/13/2023 19:33,4/13/2023 17:42,4/13/2023 17:42,,,,,,,2,TRUE
183,Blaisdell - 6,4/13/2023 19:42,No Selection Time Issued,4/13/2023 19:42,,,,,,,2,TRUE
175,Blaisdell - 8,4/13/2023 19:45,4/11/2023 17:21,4/11/2023 17:21,,,,,,,2,TRUE
332,Blaisdell - 10,4/13/2023 20:06,4/11/2023 17:03,4/11/2023 17:03,,,,,,,3,TRUE
246,Blaisdell - 12,4/13/2023 19:15,4/11/2023 21:21,4/11/2023 21:21,,,,,,,2,TRUE
164,Blaisdell - 14,4/13/2023 20:24,4/12/2023 19:09,4/12/2023 19:09,,,,,,,2,TRUE
285,Blaisdell - 16,4/13/2023 17:57,4/13/2023 17:42,4/13/2023 17:42,,,,,,,2,TRUE
147,Blaisdell - 17,4/13/2023 20:00,4/11/2023 17:03,4/11/2023 17:03,,,,,,,2,TRUE
147,Blaisdell - 19,4/12/2023 17:15,4/11/2023 20:15,4/11/2023 20:15,,,,,,,1,TRUE
162,Blaisdell - 23,4/13/2023 17:00,4/13/2023 18:42,4/13/2023 17:00,,,,,,,1,TRUE
147,Blaisdell - 25,4/13/2023 17:36,4/11/2023 17:36,4/11/2023 17:36,,4/9/2024 17:03,4/9/2024 17:03,,,,2,TRUE
175,Blaisdell - 111,,,,No Selection Time Issued,No Selection Time Issued,,,,,2,TRUE
188,Blaisdell - 120,,,,4/11/2024 18:57,No Selection Time Issued,4/11/2024 18:57,,,,2,TRUE
179,Blaisdell - 212,,,,4/11/2024 19:33,4/10/2024 17:15,4/10/2024 17:15,,,,2,TRUE
175,Blaisdell - 233,,,,No Selection Time Issued,No Selection Time Issued,,,,,2,TRUE
203,Blaisdell - 242,,,,4/11/2024 18:54,No Selection Time Issued,4/11/2024 18:54,,,,2,TRUE
173,Blaisdell - 243,,,,4/11/2024 19:30,No Selection Time Issued,4/11/2024 19:30,,,,2,TRUE
175,Blaisdell - BLSD 341-343 - 341,4/13/2023 17:03,No Selection Time Issued,4/13/2023 17:03,4/11/2024 17:03,No Selection Time Issued,4/11/2024 17:03,4/10/2025 17:09,4/10/2025 17:09,4/10/2025 17:09,1,TRUE
179,Blaisdell - BLSD 341-343 - 342,4/13/2023 19:33,4/13/2023 17:03,4/13/2023 17:03,4/11/2024 19:12,No Selection Time Issued,4/11/2024 19:12,4/10/2025 19:45,4/10/2025 17:09,4/10/2025 17:09,1,TRUE
174,Blaisdell - BLSD 341-343 - 343,4/13/2023 18:33,4/11/2023 17:48,4/11/2023 17:48,4/11/2024 17:33,4/10/2024 18:15,4/10/2024 18:15,4/10/2025 19:39,4/10/2025 17:09,4/10/2025 17:09,2,TRUE
293,Clark I - 221,4/12/2023 20:18,4/11/2023 17:45,4/11/2023 17:45,4/10/2024 20:27,4/9/2024 17:21,4/9/2024 17:21,,,,3,FALSE
313,Clark I - 222,4/13/2023 20:24,4/11/2023 18:33,4/11/2023 18:33,4/10/2024 20:24,No Selection Time Issued,4/10/2024 20:24,,,,3,FALSE
204,Clark I - CL-I 100 - 100A,4/12/2023 19:39,4/11/2023 17:21,4/11/2023 17:21,4/10/2024 17:21,No Selection Time Issued,4/10/2024 17:21,4/9/2025 20:18,4/9/2025 17:27,4/9/2025 17:27,2,FALSE
135,Clark I - CL-I 100 - 100B,4/12/2023 18:24,4/11/2023 21:30,4/11/2023 21:30,4/11/2024 19:12,4/9/2024 17:12,4/9/2024 17:12,4/9/2025 20:18,4/9/2025 17:27,4/9/2025 17:27,1,FALSE
186,Clark I - CL-I 101 - 101A,4/11/2023 21:00,4/11/2023 17:36,4/11/2023 17:36,4/9/2024 20:30,4/9/2024 17:00,4/9/2024 17:00,4/9/2025 17:21,4/9/2025 17:21,4/9/2025 17:21,1,FALSE
135,Clark I - CL-I 101 - 101B,4/12/2023 20:15,4/13/2023 17:48,4/12/2023 20:15,4/9/2024 20:06,4/9/2024 17:42,4/9/2024 17:42,4/9/2025 19:48,4/9/2025 17:21,4/9/2025 17:21,1,FALSE
186,Clark I - CL-I 102 - 102A,4/12/2023 17:00,4/12/2023 20:00,4/12/2023 17:00,4/10/2024 17:09,4/9/2024 17:30,4/9/2024 17:30,4/8/2025 18:57,4/8/2025 18:57,4/8/2025 18:57,1,FALSE
118,Clark I - CL-I 102 - 102B,4/12/2023 19:15,4/12/2023 17:27,4/12/2023 17:27,4/10/2024 20:27,,4/10/2024 20:27,4/8/2025 21:42,4/8/2025 18:57,4/8/2025 18:57,1,FALSE
158,Clark I - CL-I 103 - 103A,4/12/2023 17:03,4/12/2023 17:03,4/12/2023 17:03,,,,4/9/2025 19:30,4/9/2025 17:06,4/9/2025 17:06,1,FALSE
135,Clark I - CL-I 103 - 103B,4/12/2023 17:21,No Selection Time Issued,4/12/2023 17:21,,4/9/2024 17:36,4/9/2024 17:36,4/9/2025 17:06,4/9/2025 17:06,4/9/2025 17:06,1,FALSE
204,Clark I - CL-I 104 - 104A,4/13/2023 17:00,4/12/2023 17:30,4/12/2023 17:30,4/10/2024 17:18,No Selection Time Issued,4/10/2024 17:18,4/9/2025 19:54,4/9/2025 17:54,4/9/2025 17:54,2,FALSE
135,Clark I - CL-I 104 - 104B,4/12/2023 18:30,4/11/2023 17:21,4/11/2023 17:21,4/10/2024 20:42,4/10/2024 17:15,4/10/2024 17:15,4/9/2025 18:15,4/9/2025 17:54,4/9/2025 17:54,1,FALSE
214,Clark I - CL-I 105 - 105A,4/13/2023 18:33,4/11/2023 17:33,4/11/2023 17:33,4/9/2024 21:15,4/10/2024 17:00,4/9/2024 21:15,,,,2,FALSE
127,Clark I - CL-I 105 - 105B,4/12/2023 17:54,No Selection Time Issued,4/12/2023 17:54,4/9/2024 21:24,4/9/2024 17:42,4/9/2024 17:42,,,,1,FALSE
211,Clark I - CL-I 106 - 106A,4/12/2023 18:33,4/11/2023 17:21,4/11/2023 17:21,4/10/2024 18:54,4/9/2024 17:54,4/9/2024 17:54,4/9/2025 18:39,4/9/2025 17:00,4/9/2025 17:00,2,FALSE
122,Clark I - CL-I 106 - 106B,4/12/2023 17:57,No Selection Time Issued,4/12/2023 17:57,4/10/2024 17:09,4/9/2024 17:18,4/9/2024 17:18,4/9/2025 17:00,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
207,Clark I - CL-I 107 - 107A,4/12/2023 20:36,4/12/2023 20:42,4/12/2023 20:36,4/10/2024 19:57,4/9/2024 17:30,4/9/2024 17:30,4/9/2025 18:36,4/9/2025 17:00,4/9/2025 17:00,2,FALSE
136,Clark I - CL-I 107 - 107B,4/12/2023 19:03,4/11/2023 17:18,4/11/2023 17:18,4/10/2024 17:15,4/10/2024 17:30,4/10/2024 17:15,4/9/2025 17:00,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
209,Clark I - CL-I 108 - 108A,4/11/2023 21:24,No Selection Time Issued,4/11/2023 21:24,4/10/2024 19:51,4/9/2024 21:36,4/9/2024 21:36,,,,1,FALSE
128,Clark I - CL-I 108 - 108B,4/12/2023 20:30,4/12/2023 18:39,4/12/2023 18:39,4/9/2024 21:42,4/9/2024 17:12,4/9/2024 17:12,,,,1,FALSE
171,Clark I - CL-I 109 - 109A,4/12/2023 18:21,No Selection Time Issued,4/12/2023 18:21,4/9/2024 19:54,4/9/2024 18:15,4/9/2024 18:15,4/9/2025 19:09,4/8/2025 18:33,4/8/2025 18:33,1,FALSE
133,Clark I - CL-I 109 - 109B,4/11/2023 21:15,4/11/2023 21:15,4/11/2023 21:15,4/10/2024 17:57,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 18:33,4/8/2025 18:33,4/8/2025 18:33,1,FALSE
225,Clark I - CL-I 110 - 110A,4/12/2023 19:45,4/11/2023 17:09,4/11/2023 17:09,4/10/2024 18:51,4/9/2024 17:42,4/9/2024 17:42,4/9/2025 19:45,4/9/2025 17:09,4/9/2025 17:09,2,FALSE
141,Clark I - CL-I 110 - 110B,4/12/2023 17:39,4/11/2023 18:36,4/11/2023 18:36,4/9/2024 21:39,4/11/2024 17:45,4/9/2024 21:39,4/9/2025 17:09,4/9/2025 17:09,4/9/2025 17:09,1,FALSE
188,Clark I - CL-I 112 - 112A,4/11/2023 21:18,No Selection Time Issued,4/11/2023 21:18,4/10/2024 17:12,4/9/2024 17:09,4/9/2024 17:09,4/8/2025 18:51,4/8/2025 18:51,4/8/2025 18:51,1,FALSE
136,Clark I - CL-I 112 - 112B,4/11/2023 17:57,4/11/2023 21:21,4/11/2023 17:57,4/10/2024 20:21,4/9/2024 17:33,4/9/2024 17:33,4/8/2025 21:21,4/8/2025 18:51,4/8/2025 18:51,1,FALSE
179,Clark I - CL-I 113 - 113A,4/11/2023 21:15,No Selection Time Issued,4/11/2023 21:15,4/10/2024 20:33,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 20:12,4/8/2025 17:51,4/8/2025 17:51,1,FALSE
137,Clark I - CL-I 113 - 113B,4/12/2023 20:18,4/11/2023 21:21,4/11/2023 21:21,4/10/2024 17:15,4/9/2024 17:21,4/9/2024 17:21,4/8/2025 17:51,4/8/2025 17:51,4/8/2025 17:51,1,FALSE
181,Clark I - CL-I 114 - 114A,4/12/2023 20:36,No Selection Time Issued,4/12/2023 20:36,4/9/2024 20:45,4/11/2024 18:48,4/9/2024 20:45,,,,1,FALSE
123,Clark I - CL-I 114 - 114B,4/11/2023 18:24,4/13/2023 17:00,4/11/2023 18:24,4/9/2024 20:48,,4/9/2024 20:48,,,,1,FALSE
155,Clark I - CL-I 115 - 115A,4/11/2023 20:51,4/12/2023 17:57,4/11/2023 20:51,,,,4/8/2025 20:51,4/8/2025 19:39,4/8/2025 19:39,1,FALSE
153,Clark I - CL-I 115 - 115B,4/12/2023 19:15,4/11/2023 17:33,4/11/2023 17:33,,,,4/8/2025 19:39,4/8/2025 19:39,4/8/2025 19:39,1,FALSE
142,Clark I - CL-I 116 - 116A,4/12/2023 19:57,4/11/2023 18:00,4/11/2023 18:00,,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 20:12,4/8/2025 20:12,4/8/2025 20:12,1,FALSE
140,Clark I - CL-I 116 - 116B,4/12/2023 17:18,4/11/2023 17:00,4/11/2023 17:00,4/9/2024 21:45,4/11/2024 17:54,4/9/2024 21:45,4/8/2025 21:27,4/8/2025 20:12,4/8/2025 20:12,1,FALSE
166,Clark I - CL-I 117 - 117A,4/12/2023 17:54,4/11/2023 20:00,4/11/2023 20:00,4/9/2024 20:06,4/9/2024 21:36,4/9/2024 20:06,4/8/2025 18:24,4/8/2025 18:24,4/8/2025 18:24,1,FALSE
172,Clark I - CL-I 117 - 117B,4/11/2023 19:12,4/11/2023 17:09,4/11/2023 17:09,4/9/2024 19:36,4/10/2024 17:24,4/9/2024 19:36,4/8/2025 20:21,4/8/2025 18:24,4/8/2025 18:24,1,FALSE
143,Clark I - CL-I 118 - 118A,4/12/2023 17:09,4/11/2023 17:30,4/11/2023 17:30,4/10/2024 19:42,4/9/2024 17:30,4/9/2024 17:30,4/9/2025 19:42,4/9/2025 17:24,4/9/2025 17:24,1,FALSE
142,Clark I - CL-I 118 - 118B,4/12/2023 20:09,4/11/2023 18:54,4/11/2023 18:54,4/10/2024 17:39,4/10/2024 18:15,4/10/2024 17:39,4/9/2025 17:24,4/9/2025 17:24,4/9/2025 17:24,1,FALSE
156,Clark I - CL-I 119 - 119A,4/11/2023 21:06,4/12/2023 17:18,4/11/2023 21:06,4/9/2024 21:15,4/10/2024 17:45,4/9/2024 21:15,4/8/2025 20:27,4/8/2025 19:09,4/8/2025 19:09,1,FALSE
156,Clark I - CL-I 119 - 119B,4/12/2023 17:30,4/11/2023 17:06,4/11/2023 17:06,4/9/2024 21:09,4/9/2024 18:36,4/9/2024 18:36,4/8/2025 19:09,4/8/2025 19:09,4/8/2025 19:09,1,FALSE
170,Clark I - CL-I 120 - 120A,4/11/2023 19:45,4/13/2023 17:30,4/11/2023 19:45,4/9/2024 19:42,4/10/2024 19:57,4/9/2024 19:42,4/8/2025 18:21,4/8/2025 18:21,4/8/2025 18:21,1,FALSE
132,Clark I - CL-I 120 - 120B,4/11/2023 21:33,4/12/2023 17:03,4/11/2023 21:33,4/10/2024 20:42,4/9/2024 20:09,4/9/2024 20:09,4/8/2025 19:48,4/8/2025 18:21,4/8/2025 18:21,1,FALSE
168,Clark I - CL-I 121 - 121A,4/11/2023 20:45,4/11/2023 17:06,4/11/2023 17:06,4/10/2024 17:09,4/10/2024 18:42,4/10/2024 17:09,4/8/2025 19:03,4/8/2025 19:03,4/8/2025 19:03,1,FALSE
153,Clark I - CL-I 121 - 121B,4/12/2023 18:51,No Selection Time Issued,4/12/2023 18:51,4/10/2024 20:03,4/10/2024 18:00,4/10/2024 18:00,4/8/2025 20:15,4/8/2025 19:03,4/8/2025 19:03,1,FALSE
138,Clark I - CL-I 122 - 122A,4/12/2023 17:21,4/12/2023 17:33,4/12/2023 17:21,4/10/2024 19:42,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 17:06,4/9/2025 17:06,4/9/2025 17:06,1,FALSE
141,Clark I - CL-I 122 - 122B,4/12/2023 19:12,4/11/2023 17:06,4/11/2023 17:06,4/10/2024 17:36,4/9/2024 17:27,4/9/2024 17:27,4/9/2025 18:51,4/9/2025 17:06,4/9/2025 17:06,1,FALSE
167,Clark I - CL-I 123 - 123A,,,,4/9/2024 20:30,4/10/2024 17:39,4/9/2024 20:30,4/8/2025 17:54,4/8/2025 17:54,4/8/2025 17:54,1,FALSE
171,Clark I - CL-I 123 - 123B,,,,4/9/2024 18:00,4/10/2024 17:24,4/9/2024 18:00,4/8/2025 19:00,4/8/2025 17:54,4/8/2025 17:54,1,FALSE
149,Clark I - CL-I 124 - 124A,4/12/2023 17:00,4/11/2023 17:18,4/11/2023 17:18,4/10/2024 17:42,4/11/2024 17:42,4/10/2024 17:42,,,,1,FALSE
131,Clark I - CL-I 124 - 124B,4/12/2023 20:03,No Selection Time Issued,4/12/2023 20:03,4/10/2024 20:00,4/10/2024 17:45,4/10/2024 17:45,,,,1,FALSE
171,Clark I - CL-I 125 - 125A,4/11/2023 20:21,4/11/2023 19:09,4/11/2023 19:09,4/9/2024 19:45,4/9/2024 17:00,4/9/2024 17:00,4/9/2025 19:57,4/8/2025 17:36,4/8/2025 17:36,1,FALSE
154,Clark I - CL-I 125 - 125B,4/13/2023 19:42,No Selection Time Issued,4/13/2023 19:42,4/9/2024 19:00,No Selection Time Issued,4/9/2024 19:00,4/8/2025 17:36,4/8/2025 17:36,4/8/2025 17:36,1,FALSE
158,Clark I - CL-I 126 - 126A,4/11/2023 19:36,4/11/2023 17:51,4/11/2023 17:51,4/10/2024 17:12,4/9/2024 18:33,4/9/2024 18:33,4/8/2025 20:18,4/8/2025 20:18,4/8/2025 20:18,1,FALSE
154,Clark I - CL-I 126 - 126B,4/11/2023 21:45,No Selection Time Issued,4/11/2023 21:45,4/10/2024 18:15,No Selection Time Issued,4/10/2024 18:15,4/9/2025 19:12,4/8/2025 20:18,4/8/2025 20:18,1,FALSE
139,Clark I - CL-I 127 - 127A,4/12/2023 17:18,4/11/2023 17:27,4/11/2023 17:27,4/10/2024 20:21,4/9/2024 17:57,4/9/2024 17:57,4/9/2025 17:09,4/9/2025 17:09,4/9/2025 17:09,1,FALSE
144,Clark I - CL-I 127 - 127B,4/12/2023 18:45,No Selection Time Issued,4/12/2023 18:45,4/10/2024 17:15,4/11/2024 17:30,4/10/2024 17:15,4/9/2025 18:30,4/9/2025 17:09,4/9/2025 17:09,1,FALSE
138,Clark I - CL-I 129 - 129A,4/12/2023 17:15,4/13/2023 17:33,4/12/2023 17:15,4/10/2024 17:45,4/11/2024 17:24,4/10/2024 17:45,4/9/2025 18:00,4/9/2025 17:15,4/9/2025 17:15,1,FALSE
143,Clark I - CL-I 129 - 129B,4/12/2023 19:42,4/13/2023 17:27,4/12/2023 19:42,4/10/2024 18:51,4/9/2024 17:18,4/9/2024 17:18,4/9/2025 17:15,4/9/2025 17:15,4/9/2025 17:15,1,FALSE
155,Clark I - CL-I 130 - 130A,4/11/2023 20:48,4/11/2023 18:57,4/11/2023 18:57,4/10/2024 19:00,4/11/2024 18:42,4/10/2024 19:00,4/9/2025 18:45,4/8/2025 20:57,4/8/2025 20:57,1,FALSE
154,Clark I - CL-I 130 - 130B,4/12/2023 17:27,4/11/2023 17:00,4/11/2023 17:00,4/10/2024 17:18,4/10/2024 17:09,4/10/2024 17:09,4/8/2025 20:57,4/8/2025 20:57,4/8/2025 20:57,1,FALSE
154,Clark I - CL-I 132 - 132A,4/11/2023 21:30,No Selection Time Issued,4/11/2023 21:30,4/11/2024 18:57,4/9/2024 19:09,4/9/2024 19:09,4/9/2025 17:06,4/9/2025 17:06,4/9/2025 17:06,1,FALSE
154,Clark I - CL-I 132 - 132B,4/12/2023 20:24,4/12/2023 18:24,4/12/2023 18:24,4/10/2024 17:36,4/10/2024 19:45,4/10/2024 17:36,4/9/2025 19:51,4/9/2025 17:06,4/9/2025 17:06,1,FALSE
131,Clark I - CL-I 133 - 133A,4/12/2023 18:00,4/11/2023 17:30,4/11/2023 17:30,4/10/2024 18:45,4/9/2024 17:42,4/9/2024 17:42,4/8/2025 18:27,4/8/2025 18:27,4/8/2025 18:27,1,FALSE
133,Clark I - CL-I 133 - 133B,4/12/2023 17:21,No Selection Time Issued,4/12/2023 17:21,4/10/2024 17:39,4/9/2024 17:36,4/9/2024 17:36,4/10/2025 19:54,4/8/2025 18:27,4/8/2025 18:27,1,FALSE
201,Clark I - CL-I 134 - 134A,4/11/2023 21:12,4/11/2023 17:39,4/11/2023 17:39,4/9/2024 19:33,4/9/2024 17:06,4/9/2024 17:06,4/9/2025 20:03,4/8/2025 18:18,4/8/2025 18:18,1,FALSE
164,Clark I - CL-I 134 - 134B,4/11/2023 18:39,4/12/2023 20:06,4/11/2023 18:39,4/9/2024 21:06,4/9/2024 17:42,4/9/2024 17:42,4/8/2025 18:18,4/8/2025 18:18,4/8/2025 18:18,1,FALSE
177,Clark I - CL-I 200 - 200A,4/11/2023 18:54,4/11/2023 17:03,4/11/2023 17:03,4/9/2024 20:27,4/9/2024 18:48,4/9/2024 18:48,4/8/2025 20:06,4/8/2025 18:00,4/8/2025 18:00,1,FALSE
173,Clark I - CL-I 200 - 200B,4/12/2023 18:27,4/11/2023 17:36,4/11/2023 17:36,4/9/2024 18:48,4/11/2024 18:48,4/9/2024 18:48,4/8/2025 18:00,4/8/2025 18:00,4/8/2025 18:00,1,FALSE
141,Clark I - CL-I 201 - 201A,4/11/2023 17:03,4/11/2023 18:30,4/11/2023 17:03,4/10/2024 17:18,4/9/2024 17:51,4/9/2024 17:51,4/9/2025 18:42,4/9/2025 17:15,4/9/2025 17:15,1,FALSE
143,Clark I - CL-I 201 - 201B,4/11/2023 20:12,No Selection Time Issued,4/11/2023 20:12,4/10/2024 20:36,4/9/2024 18:18,4/9/2024 18:18,4/9/2025 17:15,4/9/2025 17:15,4/9/2025 17:15,1,FALSE
