Square Footage of Unique Dorms,Unique Dorms,Selection Time (Individual) 2023,Selection Time (Group) 2023,2023 Selection Time,Selection Time (Individual) 2024,Selection Time (Group) 2024,2024 Selection Time,Selection Time (Individual) 2025,Selection Time (Group) 2025,2025 Selection Time,Occupancy,AC
155,Harwood - 232,4/13/2023 17:36,No Selection Time Issued,4/13/2023 17:36,4/11/2024 17:54,No Selection Time Issued,4/11/2024 17:54,4/10/2025 17:06,No Selection Time Issued,4/10/2025 17:06,1,FALSE
250,Harwood - 233,4/13/2023 17:03,4/11/2023 21:39,4/11/2023 21:39,4/11/2024 18:33,No Selection Time Issued,4/11/2024 18:33,4/10/2025 20:21,4/10/2025 17:18,4/10/2025 17:18,2,FALSE
187,Harwood - 234,4/13/2023 19:12,4/11/2023 17:15,4/11/2023 17:15,4/11/2024 19:39,No Selection Time Issued,4/11/2024 19:39,4/10/2025 19:00,4/10/2025 18:42,4/10/2025 18:42,2,FALSE
168,Harwood - 236,4/13/2023 17:15,No Selection Time Issued,4/13/2023 17:15,4/11/2024 18:00,No Selection Time Issued,4/11/2024 18:00,4/10/2025 17:33,No Selection Time Issued,4/10/2025 17:33,1,FALSE
150,Harwood - 237,4/13/2023 18:45,4/13/2023 17:06,4/13/2023 17:06,4/11/2024 17:48,No Selection Time Issued,4/11/2024 17:48,4/10/2025 17:54,No Selection Time Issued,4/10/2025 17:54,1,FALSE
156,Harwood - 238,4/13/2023 18:09,4/11/2023 17:03,4/11/2023 17:03,4/11/2024 17:57,No Selection Time Issued,4/11/2024 17:57,4/10/2025 17:33,No Selection Time Issued,4/10/2025 17:33,1,FALSE
149,Harwood - 239,4/13/2023 17:30,4/13/2023 17:27,4/13/2023 17:27,4/11/2024 17:48,No Selection Time Issued,4/11/2024 17:48,4/10/2025 18:18,No Selection Time Issued,4/10/2025 18:18,1,FALSE
147,Harwood - 240,4/13/2023 18:03,No Selection Time Issued,4/13/2023 18:03,4/11/2024 17:39,No Selection Time Issued,4/11/2024 17:39,4/10/2025 17:36,No Selection Time Issued,4/10/2025 17:36,1,FALSE
138,Harwood - 241,4/13/2023 18:57,4/13/2023 19:39,4/13/2023 18:57,4/11/2024 18:21,No Selection Time Issued,4/11/2024 18:21,4/10/2025 18:00,No Selection Time Issued,4/10/2025 18:00,1,FALSE
150,Harwood - 242,4/13/2023 17:09,4/11/2023 19:12,4/11/2023 19:12,4/11/2024 17:09,No Selection Time Issued,4/11/2024 17:09,4/10/2025 17:15,No Selection Time Issued,4/10/2025 17:15,1,FALSE
243,Harwood - 243,4/13/2023 19:06,No Selection Time Issued,4/13/2023 19:06,4/11/2024 18:21,,4/11/2024 18:21,4/10/2025 17:12,No Selection Time Issued,4/10/2025 17:12,1,FALSE
145,Harwood - 244,4/13/2023 18:06,4/13/2023 17:00,4/13/2023 17:00,,4/10/2024 17:15,4/10/2024 17:15,4/10/2025 17:30,No Selection Time Issued,4/10/2025 17:30,1,FALSE
142,Harwood - 245,4/13/2023 17:39,4/11/2023 17:21,4/11/2023 17:21,4/11/2024 17:06,No Selection Time Issued,4/11/2024 17:06,,,,1,FALSE
157,Harwood - 247,,,,4/11/2024 17:00,No Selection Time Issued,4/11/2024 17:00,,,,1,FALSE
158,Harwood - 249,4/13/2023 18:30,4/11/2023 17:27,4/11/2023 17:27,4/11/2024 17:57,No Selection Time Issued,4/11/2024 17:57,4/10/2025 17:57,No Selection Time Issued,4/10/2025 17:57,1,FALSE
146,Harwood - 251,4/13/2023 18:39,No Selection Time Issued,4/13/2023 18:39,4/11/2024 18:27,No Selection Time Issued,4/11/2024 18:27,4/10/2025 18:18,No Selection Time Issued,4/10/2025 18:18,1,FALSE
165,Harwood - 262,4/13/2023 17:39,4/12/2023 20:27,4/12/2023 20:27,4/11/2024 17:18,4/10/2024 17:15,4/10/2024 17:15,4/10/2025 17:39,No Selection Time Issued,4/10/2025 17:39,1,FALSE
199,Harwood - 263,4/13/2023 19:06,4/11/2023 17:42,4/11/2023 17:42,4/11/2024 17:27,No Selection Time Issued,4/11/2024 17:27,4/10/2025 18:27,4/10/2025 18:27,4/10/2025 18:27,2,FALSE
148,Harwood - 264,4/13/2023 18:42,4/11/2023 21:39,4/11/2023 21:39,4/11/2024 17:33,No Selection Time Issued,4/11/2024 17:33,,,,1,FALSE
167,Harwood - 265,4/13/2023 17:27,No Selection Time Issued,4/13/2023 17:27,4/11/2024 17:42,No Selection Time Issued,4/11/2024 17:42,,,,1,FALSE
146,Harwood - 267,4/13/2023 18:51,4/11/2023 17:06,4/11/2023 17:06,4/11/2024 17:54,No Selection Time Issued,4/11/2024 17:54,,,,1,FALSE
133,Harwood - 268,4/13/2023 19:18,No Selection Time Issued,4/13/2023 19:18,4/11/2024 18:27,No Selection Time Issued,4/11/2024 18:27,4/10/2025 17:57,No Selection Time Issued,4/10/2025 17:57,1,FALSE
141,Harwood - 270,4/13/2023 17:21,4/11/2023 18:18,4/11/2023 18:18,4/11/2024 18:21,No Selection Time Issued,4/11/2024 18:21,4/10/2025 17:12,No Selection Time Issued,4/10/2025 17:12,1,FALSE
157,Harwood - 271,4/13/2023 18:39,No Selection Time Issued,4/13/2023 18:39,4/11/2024 17:18,No Selection Time Issued,4/11/2024 17:18,4/10/2025 17:24,No Selection Time Issued,4/10/2025 17:24,1,FALSE
156,Harwood - 272,4/13/2023 18:48,No Selection Time Issued,4/13/2023 18:48,4/11/2024 17:36,No Selection Time Issued,4/11/2024 17:36,,,,1,FALSE
239,Harwood - 273,4/13/2023 19:09,No Selection Time Issued,4/13/2023 19:09,4/11/2024 19:09,No Selection Time Issued,4/11/2024 19:09,4/10/2025 19:15,4/10/2025 17:30,4/10/2025 17:30,2,FALSE
156,Harwood - 274,4/13/2023 17:39,4/11/2023 17:30,4/11/2023 17:30,4/11/2024 18:00,No Selection Time Issued,4/11/2024 18:00,,,,1,FALSE
199,Harwood - 275,4/13/2023 18:06,4/11/2023 17:12,4/11/2023 17:12,4/11/2024 19:15,No Selection Time Issued,4/11/2024 19:15,4/10/2025 19:09,4/10/2025 19:09,4/10/2025 19:09,2,FALSE
115,Harwood - 276,4/13/2023 19:21,4/13/2023 17:33,4/13/2023 17:33,4/11/2024 18:30,,4/11/2024 18:30,,,,1,FALSE
132,Harwood - 277,4/13/2023 18:54,No Selection Time Issued,4/13/2023 18:54,,No Selection Time Issued,,,,,1,FALSE
249,Harwood - 278,4/13/2023 17:42,4/11/2023 17:48,4/11/2023 17:48,4/11/2024 19:36,,4/11/2024 19:36,4/10/2025 18:51,4/10/2025 18:24,4/10/2025 18:24,2,FALSE
154,Harwood - 279,4/13/2023 18:33,4/11/2023 17:48,4/11/2023 17:48,,,,,,,1,FALSE
128,Harwood - 280,4/13/2023 18:39,4/12/2023 18:18,4/12/2023 18:18,,,,,,,1,FALSE
156,Harwood - 281,4/13/2023 17:12,4/12/2023 19:06,4/12/2023 19:06,,,,,,,1,FALSE
132,Harwood - 282,4/13/2023 17:36,No Selection Time Issued,4/13/2023 17:36,,,,,,,1,FALSE
138,Harwood - 283,4/13/2023 19:12,4/11/2023 17:06,4/11/2023 17:06,,,,,,,1,FALSE
109,Harwood - 284,4/13/2023 19:30,No Selection Time Issued,4/13/2023 19:30,,,,,,,1,FALSE
143,Harwood - 285,4/13/2023 19:03,No Selection Time Issued,4/13/2023 19:03,,,,,,,1,FALSE
125,Harwood - 286,4/13/2023 19:21,4/13/2023 17:42,4/13/2023 17:42,,,,,,,1,FALSE
118,Harwood - 287,4/13/2023 19:12,4/12/2023 17:06,4/12/2023 17:06,,No Selection Time Issued,,,,,1,FALSE
139,Harwood - FS HAR 11 13 15 17 - 11,4/13/2023 19:27,4/12/2023 19:06,4/12/2023 19:06,4/11/2024 20:00,4/9/2024 17:27,4/9/2024 17:27,4/10/2025 17:06,4/10/2025 17:06,4/10/2025 17:06,2,FALSE
133,Harwood - FS HAR 11 13 15 17 - 13,4/13/2023 17:00,4/11/2023 17:21,4/11/2023 17:21,4/11/2024 17:00,No Selection Time Issued,4/11/2024 17:00,4/10/2025 20:00,4/10/2025 17:06,4/10/2025 17:06,1,FALSE
116,Harwood - FS HAR 11 13 15 17 - 15,4/13/2023 19:45,4/13/2023 20:00,4/13/2023 19:45,4/11/2024 17:15,No Selection Time Issued,4/11/2024 17:15,4/10/2025 18:30,4/10/2025 17:06,4/10/2025 17:06,1,FALSE
166,Harwood - FS HAR 11 13 15 17 - 17,4/13/2023 19:36,4/11/2023 20:48,4/11/2023 20:48,4/11/2024 17:15,No Selection Time Issued,4/11/2024 17:15,4/10/2025 19:06,4/10/2025 17:06,4/10/2025 17:06,1,FALSE
178,Harwood - FS HAR 378-379 - 378,4/13/2023 17:06,4/11/2023 17:06,4/11/2023 17:06,4/11/2024 19:48,No Selection Time Issued,4/11/2024 19:48,4/10/2025 17:45,4/10/2025 17:18,4/10/2025 17:18,2,FALSE
254,Harwood - FS HAR 378-379 - 379,4/13/2023 17:30,4/11/2023 21:06,4/11/2023 21:06,4/11/2024 17:45,No Selection Time Issued,4/11/2024 17:45,4/10/2025 20:15,4/10/2025 17:18,4/10/2025 17:18,2,FALSE
171,Harwood - HAR 226 228 - 226,4/13/2023 18:57,4/11/2023 17:12,4/11/2023 17:12,4/11/2024 18:45,No Selection Time Issued,4/11/2024 18:45,4/10/2025 20:21,4/10/2025 17:06,4/10/2025 17:06,1,FALSE
197,Harwood - HAR 226 228 - 228,4/13/2023 18:36,4/11/2023 17:36,4/11/2023 17:36,4/11/2024 17:54,4/10/2024 19:06,4/10/2024 19:06,4/10/2025 17:36,4/10/2025 17:36,4/10/2025 17:36,2,FALSE
210,Harwood - HAR 301-302 - 301,4/13/2023 17:06,4/11/2023 17:03,4/11/2023 17:03,4/11/2024 17:24,No Selection Time Issued,4/11/2024 17:24,4/10/2025 17:30,4/10/2025 17:30,4/10/2025 17:30,2,FALSE
230,Harwood - HAR 301-302 - 302,4/13/2023 18:15,4/11/2023 17:06,4/11/2023 17:06,4/11/2024 19:45,No Selection Time Issued,4/11/2024 19:45,4/10/2025 20:09,4/10/2025 17:30,4/10/2025 17:30,2,FALSE
188,Harwood - HAR 319 321 323 325 - 319,4/13/2023 20:12,4/12/2023 17:18,4/12/2023 17:18,4/11/2024 18:33,No Selection Time Issued,4/11/2024 18:33,4/10/2025 18:42,4/10/2025 18:42,4/10/2025 18:42,2,FALSE
114,Harwood - HAR 319 321 323 325 - 321,4/13/2023 20:06,4/11/2023 17:12,4/11/2023 17:12,4/11/2024 19:30,No Selection Time Issued,4/11/2024 19:30,4/10/2025 18:33,No Selection Time Issued,4/10/2025 18:33,1,FALSE
131,Harwood - HAR 319 321 323 325 - 323,4/13/2023 17:00,No Selection Time Issued,4/13/2023 17:00,4/11/2024 20:06,No Selection Time Issued,4/11/2024 20:06,4/10/2025 18:36,No Selection Time Issued,4/10/2025 18:36,1,FALSE
123,Harwood - HAR 319 321 323 325 - 325,4/13/2023 20:30,4/11/2023 17:18,4/11/2023 17:18,4/11/2024 17:00,No Selection Time Issued,4/11/2024 17:00,4/10/2025 18:39,No Selection Time Issued,4/10/2025 18:39,1,FALSE
150,Harwood - HAR 342 344 345 347 - 342,4/13/2023 17:00,4/11/2023 21:06,4/11/2023 21:06,4/11/2024 20:00,No Selection Time Issued,4/11/2024 20:00,4/10/2025 17:51,No Selection Time Issued,4/10/2025 17:51,1,FALSE
142,Harwood - HAR 342 344 345 347 - 344,4/13/2023 19:36,4/11/2023 17:42,4/11/2023 17:42,4/11/2024 17:00,No Selection Time Issued,4/11/2024 17:00,4/10/2025 18:36,No Selection Time Issued,4/10/2025 18:36,1,FALSE
112,Harwood - HAR 342 344 345 347 - 345,4/13/2023 20:15,4/13/2023 17:00,4/13/2023 17:00,4/11/2024 17:36,No Selection Time Issued,4/11/2024 17:36,4/10/2025 18:51,No Selection Time Issued,4/10/2025 18:51,1,FALSE
189,Harwood - HAR 342 344 345 347 - 347,4/13/2023 19:21,4/11/2023 17:06,4/11/2023 17:06,4/11/2024 19:54,4/9/2024 17:09,4/9/2024 17:09,,,,2,FALSE
147,Lawry - LWRY A1 - A11,4/12/2023 18:30,No Selection Time Issued,4/12/2023 18:30,4/9/2024 20:24,No Selection Time Issued,4/9/2024 20:24,4/8/2025 20:03,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
147,Lawry - LWRY A1 - A12,4/12/2023 20:24,4/11/2023 20:48,4/11/2023 20:48,4/11/2024 19:54,4/10/2024 20:27,4/10/2024 20:27,4/10/2025 17:12,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
140,Lawry - LWRY A1 - A13,4/12/2023 17:15,No Selection Time Issued,4/12/2023 17:15,4/10/2024 20:15,No Selection Time Issued,4/10/2024 20:15,4/9/2025 18:57,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
140,Lawry - LWRY A1 - A14,4/11/2023 18:33,No Selection Time Issued,4/11/2023 18:33,4/11/2024 17:21,4/9/2024 17:45,4/9/2024 17:45,4/10/2025 20:06,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
140,Lawry - LWRY A1 - A15,4/11/2023 20:03,4/11/2023 17:45,4/11/2023 17:45,4/10/2024 19:06,No Selection Time Issued,4/10/2024 19:06,4/10/2025 19:00,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
140,Lawry - LWRY A1 - A16,4/12/2023 19:45,4/11/2023 18:36,4/11/2023 18:36,4/11/2024 18:42,4/10/2024 17:36,4/10/2024 17:36,4/10/2025 17:03,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
132,Lawry - LWRY A1 - A17,4/12/2023 18:54,No Selection Time Issued,4/12/2023 18:54,4/10/2024 20:09,No Selection Time Issued,4/10/2024 20:09,4/9/2025 19:39,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
132,Lawry - LWRY A1 - A18,4/11/2023 18:48,4/11/2023 17:18,4/11/2023 17:18,4/11/2024 20:06,4/11/2024 19:00,4/11/2024 19:00,4/10/2025 18:24,4/8/2025 20:03,4/8/2025 20:03,1,FALSE
147,Lawry - LWRY A2 - A21,4/11/2023 18:45,No Selection Time Issued,4/11/2023 18:45,4/9/2024 20:12,4/9/2024 17:09,4/9/2024 17:09,4/10/2025 20:09,4/8/2025 19:15,4/8/2025 19:15,1,FALSE
147,Lawry - LWRY A2 - A22,4/11/2023 20:57,4/11/2023 17:15,4/11/2023 17:15,4/10/2024 18:21,4/11/2024 19:03,4/10/2024 18:21,4/10/2025 18:39,4/8/2025 19:15,4/8/2025 19:15,1,FALSE
140,Lawry - LWRY A2 - A23,4/11/2023 19:06,4/13/2023 18:06,4/11/2023 19:06,4/10/2024 18:45,4/10/2024 17:09,4/10/2024 17:09,4/8/2025 19:15,4/8/2025 19:15,4/8/2025 19:15,1,FALSE
140,Lawry - LWRY A2 - A24,4/11/2023 18:36,4/11/2023 17:24,4/11/2023 17:24,4/9/2024 18:51,4/9/2024 18:39,4/9/2024 18:39,,,,1,FALSE
140,Lawry - LWRY A2 - A25,4/11/2023 21:15,No Selection Time Issued,4/11/2023 21:15,4/10/2024 19:03,4/9/2024 17:33,4/9/2024 17:33,4/10/2025 17:51,4/8/2025 19:15,4/8/2025 19:15,1,FALSE
140,Lawry - LWRY A2 - A26,4/12/2023 20:18,4/11/2023 18:00,4/11/2023 18:00,4/9/2024 21:39,4/10/2024 17:39,4/9/2024 21:39,4/10/2025 20:00,4/8/2025 19:15,4/8/2025 19:15,1,FALSE
132,Lawry - LWRY A2 - A27,4/11/2023 20:51,No Selection Time Issued,4/11/2023 20:51,4/9/2024 19:39,4/9/2024 17:21,4/9/2024 17:21,4/10/2025 19:51,4/8/2025 19:15,4/8/2025 19:15,1,FALSE
132,Lawry - LWRY A2 - A28,4/11/2023 21:36,4/12/2023 17:30,4/11/2023 21:36,4/9/2024 17:33,4/9/2024 17:21,4/9/2024 17:21,4/10/2025 18:54,4/8/2025 19:15,4/8/2025 19:15,1,FALSE
147,Lawry - LWRY A3 - A31,,,,4/9/2024 17:45,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 19:51,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
147,Lawry - LWRY A3 - A32,,,,4/9/2024 18:57,4/11/2024 18:39,4/9/2024 18:57,4/8/2025 17:45,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY A3 - A33,,,,4/9/2024 18:51,4/9/2024 17:21,4/9/2024 17:21,4/8/2025 19:15,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY A3 - A34,,,,4/9/2024 18:30,4/9/2024 17:57,4/9/2024 17:57,4/9/2025 17:12,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY A3 - A35,,,,4/9/2024 17:54,4/9/2024 18:48,4/9/2024 17:54,4/8/2025 19:03,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY A3 - A36,,,,4/9/2024 17:33,No Selection Time Issued,4/9/2024 17:33,4/8/2025 19:39,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
132,Lawry - LWRY A3 - A37,,,,4/11/2024 18:48,4/9/2024 20:24,4/9/2024 20:24,4/8/2025 21:30,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
132,Lawry - LWRY A3 - A38,,,,4/9/2024 19:03,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 19:39,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
147,Lawry - LWRY B2 - B21,4/13/2023 17:18,4/12/2023 17:57,4/12/2023 17:57,4/9/2024 21:27,4/9/2024 17:30,4/9/2024 17:30,,,,1,FALSE
147,Lawry - LWRY B2 - B22,4/11/2023 17:36,4/11/2023 18:36,4/11/2023 17:36,4/10/2024 20:42,4/9/2024 17:39,4/9/2024 17:39,,,,1,FALSE
140,Lawry - LWRY B2 - B23,4/11/2023 18:24,4/11/2023 18:18,4/11/2023 18:18,4/9/2024 20:51,4/9/2024 17:15,4/9/2024 17:15,,,,1,FALSE
140,Lawry - LWRY B2 - B24,4/11/2023 19:33,4/13/2023 17:57,4/11/2023 19:33,4/10/2024 19:33,4/10/2024 17:09,4/10/2024 17:09,,,,1,FALSE
140,Lawry - LWRY B2 - B25,4/12/2023 17:45,4/12/2023 20:27,4/12/2023 17:45,4/9/2024 19:09,No Selection Time Issued,4/9/2024 19:09,,,,1,FALSE
140,Lawry - LWRY B2 - B26,4/13/2023 19:15,4/11/2023 17:03,4/11/2023 17:03,4/11/2024 19:30,4/9/2024 17:06,4/9/2024 17:06,,,,1,FALSE
132,Lawry - LWRY B2 - B27,4/13/2023 19:42,4/13/2023 17:00,4/13/2023 17:00,4/9/2024 17:42,4/9/2024 20:45,4/9/2024 17:42,,,,1,FALSE
132,Lawry - LWRY B2 - B28,4/11/2023 21:18,4/11/2023 20:12,4/11/2023 20:12,4/10/2024 19:15,,4/10/2024 19:15,,,,1,FALSE
147,Lawry - LWRY B3 - B31,4/11/2023 17:27,4/13/2023 17:33,4/11/2023 17:27,,,,,,,1,FALSE
147,Lawry - LWRY B3 - B32,4/12/2023 18:39,4/11/2023 17:12,4/11/2023 17:12,,,,,,,1,FALSE
140,Lawry - LWRY B3 - B33,4/12/2023 17:48,4/11/2023 17:30,4/11/2023 17:30,,,,,,,1,FALSE
140,Lawry - LWRY B3 - B34,4/12/2023 17:15,4/12/2023 18:27,4/12/2023 17:15,,,,,,,1,FALSE
140,Lawry - LWRY B3 - B35,4/12/2023 19:42,4/12/2023 17:15,4/12/2023 17:15,,,,,,,1,FALSE
140,Lawry - LWRY B3 - B36,4/13/2023 20:18,No Selection Time Issued,4/13/2023 20:18,,,,,,,1,FALSE
132,Lawry - LWRY B3 - B37,4/12/2023 18:24,4/11/2023 17:09,4/11/2023 17:09,,,,,,,1,FALSE
132,Lawry - LWRY B3 - B38,4/12/2023 20:12,4/13/2023 17:03,4/12/2023 20:12,,4/10/2024 17:57,4/10/2024 17:57,,,,1,FALSE
147,Lawry - LWRY C1 - C11,4/12/2023 19:45,No Selection Time Issued,4/12/2023 19:45,4/10/2024 20:18,4/9/2024 17:39,4/9/2024 17:39,4/10/2025 18:45,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
147,Lawry - LWRY C1 - C12,4/12/2023 19:48,4/13/2023 18:00,4/12/2023 19:48,4/9/2024 19:30,No Selection Time Issued,4/9/2024 19:30,4/8/2025 17:39,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
140,Lawry - LWRY C1 - C13,4/11/2023 17:45,4/12/2023 20:24,4/11/2023 17:45,4/11/2024 19:12,4/9/2024 19:42,4/9/2024 19:42,4/9/2025 20:15,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
140,Lawry - LWRY C1 - C14,4/12/2023 18:18,4/13/2023 17:06,4/12/2023 18:18,4/9/2024 18:39,No Selection Time Issued,4/9/2024 18:39,4/9/2025 18:24,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
140,Lawry - LWRY C1 - C15,4/11/2023 19:39,4/11/2023 17:06,4/11/2023 17:06,4/11/2024 17:48,4/9/2024 17:03,4/9/2024 17:03,4/10/2025 19:39,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
140,Lawry - LWRY C1 - C16,4/12/2023 18:45,4/11/2023 19:30,4/11/2023 19:30,4/10/2024 17:45,No Selection Time Issued,4/10/2024 17:45,4/9/2025 17:39,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
132,Lawry - LWRY C1 - C17,4/12/2023 19:09,4/11/2023 17:33,4/11/2023 17:33,4/10/2024 20:12,4/9/2024 17:57,4/9/2024 17:57,4/9/2025 17:27,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
132,Lawry - LWRY C1 - C18,4/12/2023 17:06,4/12/2023 17:39,4/12/2023 17:06,4/9/2024 17:36,No Selection Time Issued,4/9/2024 17:36,4/9/2025 18:42,4/8/2025 17:39,4/8/2025 17:39,1,FALSE
147,Lawry - LWRY C2 - C21,4/11/2023 19:15,4/11/2023 17:12,4/11/2023 17:12,4/10/2024 18:15,4/10/2024 19:12,4/10/2024 18:15,4/8/2025 17:48,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
147,Lawry - LWRY C2 - C22,4/11/2023 19:03,No Selection Time Issued,4/11/2023 19:03,4/10/2024 20:39,4/11/2024 19:15,4/10/2024 20:39,4/10/2025 18:45,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
140,Lawry - LWRY C2 - C23,4/11/2023 21:30,No Selection Time Issued,4/11/2023 21:30,4/10/2024 18:30,4/11/2024 17:00,4/10/2024 18:30,4/10/2025 20:18,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
140,Lawry - LWRY C2 - C24,4/11/2023 18:33,4/11/2023 17:27,4/11/2023 17:27,4/10/2024 19:42,4/10/2024 17:12,4/10/2024 17:12,4/10/2025 20:21,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
140,Lawry - LWRY C2 - C25,4/11/2023 17:33,4/13/2023 17:03,4/11/2023 17:33,4/10/2024 18:30,4/11/2024 17:57,4/10/2024 18:30,4/9/2025 19:42,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
140,Lawry - LWRY C2 - C26,4/11/2023 21:39,No Selection Time Issued,4/11/2023 21:39,4/10/2024 19:54,No Selection Time Issued,4/10/2024 19:54,4/9/2025 17:51,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
132,Lawry - LWRY C2 - C27,4/11/2023 21:45,4/11/2023 17:18,4/11/2023 17:18,4/10/2024 19:45,4/10/2024 19:12,4/10/2024 19:12,4/9/2025 19:00,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
132,Lawry - LWRY C2 - C28,4/11/2023 18:45,4/12/2023 18:24,4/11/2023 18:45,4/9/2024 17:30,4/10/2024 17:54,4/9/2024 17:30,4/10/2025 20:06,4/8/2025 17:48,4/8/2025 17:48,1,FALSE
147,Lawry - LWRY C3 - C31,,,,4/9/2024 19:15,4/10/2024 17:51,4/9/2024 19:15,4/10/2025 19:42,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
147,Lawry - LWRY C3 - C32,,,,4/9/2024 18:24,4/10/2024 17:09,4/9/2024 18:24,4/9/2025 20:18,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY C3 - C33,,,,4/9/2024 17:30,4/11/2024 17:00,4/9/2024 17:30,4/9/2025 17:12,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY C3 - C34,,,,4/9/2024 21:43,4/9/2024 17:18,4/9/2024 17:18,4/8/2025 17:45,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY C3 - C35,,,,4/9/2024 19:09,4/9/2024 17:42,4/9/2024 17:42,4/9/2025 19:36,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
140,Lawry - LWRY C3 - C36,,,,4/9/2024 20:00,4/9/2024 17:42,4/9/2024 17:42,4/8/2025 20:51,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
132,Lawry - LWRY C3 - C37,,,,4/9/2024 19:03,4/11/2024 17:00,4/9/2024 19:03,4/10/2025 19:30,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
132,Lawry - LWRY C3 - C38,,,,4/10/2024 18:39,No Selection Time Issued,4/10/2024 18:39,4/8/2025 18:54,4/8/2025 17:45,4/8/2025 17:45,1,FALSE
233,Mudd - 51,4/13/2023 19:33,4/12/2023 19:57,4/12/2023 19:57,4/11/2024 19:36,4/9/2024 17:09,4/9/2024 17:09,,,,2,TRUE
6,Mudd - 53,4/13/2023 19:45,4/12/2023 17:21,4/12/2023 17:21,4/11/2024 19:36,,4/11/2024 19:36,,,,2,TRUE
223,Mudd - 57,4/13/2023 18:00,4/11/2023 20:12,4/11/2023 20:12,,,,,,,2,TRUE
204,Mudd - 59,4/13/2023 18:45,4/12/2023 17:09,4/12/2023 17:09,,,,,,,2,TRUE
2221,Mudd - 61,4/13/2023 17:42,4/11/2023 17:15,4/11/2023 17:15,,,,,,,2,TRUE
257,Mudd - 62,4/13/2023 18:00,4/12/2023 17:30,4/12/2023 17:30,,,,,,,2,TRUE
246,Mudd - 64,4/13/2023 20:09,4/11/2023 17:36,4/11/2023 17:36,,No Selection Time Issued,,,,,2,TRUE
230,Mudd - 65,4/13/2023 17:51,4/11/2023 17:33,4/11/2023 17:33,4/11/2024 18:57,No Selection Time Issued,4/11/2024 18:57,,,,2,TRUE
297,Mudd - 66,4/13/2023 18:00,4/11/2023 17:00,4/11/2023 17:00,4/11/2024 17:51,No Selection Time Issued,4/11/2024 17:51,,,,2,TRUE
144,Mudd - 150,,,,4/11/2024 18:33,No Selection Time Issued,4/11/2024 18:33,,,,1,TRUE
113,Mudd - 151,,,,4/11/2024 18:39,No Selection Time Issued,4/11/2024 18:39,,,,1,TRUE
150,Mudd - 153,,,,4/11/2024 18:36,No Selection Time Issued,4/11/2024 18:36,,,,1,TRUE
228,Mudd - 171,,,,4/11/2024 18:54,,4/11/2024 18:54,,,,2,TRUE
144,Mudd - 250,,,,,4/9/2024 17:45,4/9/2024 17:45,4/10/2025 18:39,No Selection Time Issued,4/10/2025 18:39,1,TRUE
151,Mudd - 251,,,,4/11/2024 18:39,,4/11/2024 18:39,4/10/2025 18:54,No Selection Time Issued,4/10/2025 18:54,1,TRUE
149,Mudd - 252,,,,,,,4/10/2025 18:39,No Selection Time Issued,4/10/2025 18:39,1,TRUE
149,Mudd - 253,,,,,,,4/10/2025 19:06,No Selection Time Issued,4/10/2025 19:06,1,TRUE
145,Mudd - 254,,,,,,,4/10/2025 19:03,No Selection Time Issued,4/10/2025 19:03,1,TRUE
144,Mudd - 255,,,,,,,4/10/2025 19:03,No Selection Time Issued,4/10/2025 19:03,1,TRUE
